 year doy hour Kp
 2021 175 15 2
 2021 175 18 2
 2021 175 21 3
 2021 176 0 3
 2021 176 3 2
 2021 176 6 1
 2021 176 9 2
 2021 176 12 3
 2021 176 15 2
 2021 176 18 2
 2021 176 21 1
 2021 177 0 1
 2021 177 3 0
 2021 177 6 1
 2021 177 9 2
 2021 177 12 2
 2021 177 15 2
 2021 177 18 2
 2021 177 21 1
 2021 178 0 0
 2021 178 3 0
 2021 178 6 1
 2021 178 9 1
 2021 178 12 2
 2021 178 15 2
 2021 178 18 2
 2021 178 21 2
 2021 179 0 1
 2021 179 3 1
 2021 179 6 0
 2021 179 9 1
 2021 179 12 2
 2021 179 15 2
 2021 179 18 1
 2021 179 21 2
 2021 180 0 1
 2021 180 3 1
 2021 180 6 0
 2021 180 9 2
 2021 180 12 2
 2021 180 15 2
 2021 180 18 2
 2021 180 21 1
 2021 181 0 1
 2021 181 3 2
 2021 181 6 3
 2021 181 9 3
 2021 181 12 2
 2021 181 15 2
 2021 181 18 3
 2021 181 21 3
 2021 182 0 3
 2021 182 3 3
 2021 182 6 1
 2021 182 9 1
 2021 182 12 2
 2021 182 15 2
 2021 182 18 1
 2021 182 21 1
 2021 183 0 1
 2021 183 3 1
 2021 183 6 2
 2021 183 9 1
 2021 183 12 2
 2021 183 15 2
 2021 183 18 2
 2021 183 21 2
 2021 184 0 2
 2021 184 3 1
 2021 184 6 2
 2021 184 9 1
 2021 184 12 2
 2021 184 15 1
 2021 184 18 1
 2021 184 21 0
 2021 185 0 1
 2021 185 3 2
 2021 185 6 1
 2021 185 9 1
 2021 185 12 2
 2021 185 15 1
 2021 185 18 1
 2021 185 21 0
 2021 186 0 2
 2021 186 3 1
 2021 186 6 2
 2021 186 9 2
 2021 186 12 3
 2021 186 15 2
 2021 186 18 2
 2021 186 21 3
 2021 187 0 2
 2021 187 3 2
 2021 187 6 3
 2021 187 9 2
 2021 187 12 3
 2021 187 15 1
 2021 187 18 2
 2021 187 21 1
 2021 188 0 1
 2021 188 3 1
 2021 188 6 2
 2021 188 9 2
 2021 188 12 2
 2021 188 15 1
 2021 188 18 1
 2021 188 21 3
 2021 189 0 2
 2021 189 3 1
 2021 189 6 2
 2021 189 9 1
 2021 189 12 2
 2021 189 15 1
 2021 189 18 1
 2021 189 21 1
 2021 190 0 2
 2021 190 3 3
 2021 190 6 1
 2021 190 9 2
 2021 190 12 2
 2021 190 15 2
 2021 190 18 1
 2021 190 21 2
 2021 191 0 3
 2021 191 3 2
 2021 191 6 2
 2021 191 9 2
 2021 191 12 2
 2021 191 15 2
 2021 191 18 2
 2021 191 21 2
 2021 192 0 1
 2021 192 3 0
 2021 192 6 0
 2021 192 9 1
 2021 192 12 2
 2021 192 15 2
 2021 192 18 2
 2021 192 21 2
 2021 193 0 1
 2021 193 3 0
 2021 193 6 1
 2021 193 9 1
 2021 193 12 2
 2021 193 15 2
 2021 193 18 3
 2021 193 21 3
 2021 194 0 3
 2021 194 3 1
 2021 194 6 1
 2021 194 9 2
 2021 194 12 2
 2021 194 15 2
 2021 194 18 2
 2021 194 21 1
 2021 195 0 0
 2021 195 3 1
 2021 195 6 2
 2021 195 9 2
 2021 195 12 3
 2021 195 15 3
 2021 195 18 3
 2021 195 21 3
 2021 196 0 2
 2021 196 3 3
 2021 196 6 3
 2021 196 9 2
 2021 196 12 3
 2021 196 15 3
 2021 196 18 3
 2021 196 21 2
 2021 197 0 2
 2021 197 3 1
 2021 197 6 1
 2021 197 9 1
 2021 197 12 2
 2021 197 15 1
 2021 197 18 2
 2021 197 21 1
 2021 198 0 2
 2021 198 3 1
 2021 198 6 1
 2021 198 9 1
 2021 198 12 1
 2021 198 15 2
 2021 198 18 1
 2021 198 21 0
 2021 199 0 1
 2021 199 3 0
 2021 199 6 1
 2021 199 9 2
 2021 199 12 2
 2021 199 15 2
 2021 199 18 1
 2021 199 21 2
 2021 200 0 -1
 2021 200 3 -1
 2021 200 6 -1
 2021 200 9 -1
 2021 200 12 -1
 2021 200 15 1
 2021 200 18 2
 2021 200 21 1
 2021 201 0 2
 2021 201 3 1
 2021 201 6 3
 2021 201 9 2
 2021 201 12 2
 2021 201 15 1
 2021 201 18 3
 2021 201 21 3
 2021 202 0 2
 2021 202 3 2
 2021 202 6 1
 2021 202 9 2
 2021 202 12 3
 2021 202 15 2
 2021 202 18 1
 2021 202 21 0
 2021 203 0 1
 2021 203 3 2
 2021 203 6 3
 2021 203 9 3
 2021 203 12 3
 2021 203 15 2
 2021 203 18 1
 2021 203 21 1
 2021 204 0 0
 2021 204 3 0
 2021 204 6 1
 2021 204 9 1
 2021 204 12 2
 2021 204 15 1
 2021 204 18 1
 2021 204 21 1
 2021 205 0 0
 2021 205 3 2
 2021 205 6 1
 2021 205 9 2
 2021 205 12 3
 2021 205 15 1
 2021 205 18 1
 2021 205 21 1
 2021 206 0 0
 2021 206 3 0
 2021 206 6 1
 2021 206 9 2
 2021 206 12 3
 2021 206 15 2
 2021 206 18 2
 2021 206 21 1
 2021 207 0 1
 2021 207 3 1
 2021 207 6 1
 2021 207 9 1
 2021 207 12 2
 2021 207 15 1
 2021 207 18 1
 2021 207 21 1
 2021 208 0 1
 2021 208 3 0
 2021 208 6 1
 2021 208 9 2
 2021 208 12 2
 2021 208 15 1
 2021 208 18 2
 2021 208 21 3
 2021 209 0 3
 2021 209 3 3
 2021 209 6 2
 2021 209 9 3
 2021 209 12 3
 2021 209 15 3
 2021 209 18 3
 2021 209 21 1
 2021 210 0 2
 2021 210 3 3
 2021 210 6 3
 2021 210 9 3
 2021 210 12 3
 2021 210 15 2
 2021 210 18 2
 2021 210 21 3
 2021 211 0 1
 2021 211 3 1
 2021 211 6 2
 2021 211 9 2
 2021 211 12 2
 2021 211 15 1
 2021 211 18 2
 2021 211 21 2
 2021 212 0 3
 2021 212 3 1
 2021 212 6 1
 2021 212 9 1
 2021 212 12 2
 2021 212 15 1
 2021 212 18 2
 2021 212 21 1
 2021 213 0 2
 2021 213 3 0
 2021 213 6 0
 2021 213 9 1
 2021 213 12 2
 2021 213 15 1
 2021 213 18 2
 2021 213 21 1
 2021 214 0 1
 2021 214 3 0
 2021 214 6 1
 2021 214 9 3
 2021 214 12 4
 2021 214 15 3
 2021 214 18 4
 2021 214 21 4
 2021 215 0 4
 2021 215 3 3
 2021 215 6 3
 2021 215 9 4
 2021 215 12 2
 2021 215 15 1
 2021 215 18 1
 2021 215 21 2
 2021 216 0 2
 2021 216 3 1
 2021 216 6 2
 2021 216 9 2
 2021 216 12 2
 2021 216 15 1
 2021 216 18 1
 2021 216 21 1
 2021 217 0 0
 2021 217 3 0
 2021 217 6 0
 2021 217 9 2
 2021 217 12 2
 2021 217 15 2
 2021 217 18 1
 2021 217 21 0
 2021 218 0 1
 2021 218 3 2
 2021 218 6 2
 2021 218 9 2
 2021 218 12 3
 2021 218 15 2
 2021 218 18 2
 2021 218 21 3
 2021 219 0 2
 2021 219 3 2
 2021 219 6 2
 2021 219 9 3
 2021 219 12 3
 2021 219 15 2
 2021 219 18 2
 2021 219 21 2
 2021 220 0 2
 2021 220 3 1
 2021 220 6 1
 2021 220 9 1
 2021 220 12 3
 2021 220 15 2
 2021 220 18 1
 2021 220 21 2
 2021 221 0 1
 2021 221 3 1
 2021 221 6 3
 2021 221 9 2
 2021 221 12 2
 2021 221 15 1
 2021 221 18 1
 2021 221 21 1
 2021 222 0 2
 2021 222 3 2
 2021 222 6 1
 2021 222 9 2
 2021 222 12 4
 2021 222 15 1
 2021 222 18 2
 2021 222 21 2
 2021 223 0 2
 2021 223 3 3
 2021 223 6 2
 2021 223 9 1
 2021 223 12 2
 2021 223 15 2
 2021 223 18 1
 2021 223 21 1
 2021 224 0 0
 2021 224 3 1
 2021 224 6 1
 2021 224 9 2
 2021 224 12 3
 2021 224 15 2
 2021 224 18 1
 2021 224 21 2
 2021 225 0 2
 2021 225 3 2
 2021 225 6 3
 2021 225 9 3
 2021 225 12 3
 2021 225 15 2
 2021 225 18 1
 2021 225 21 1
 2021 226 0 1
 2021 226 3 1
 2021 226 6 1
 2021 226 9 2
 2021 226 12 2
 2021 226 15 1
 2021 226 18 1
 2021 226 21 1
 2021 227 0 2
 2021 227 3 3
 2021 227 6 4
 2021 227 9 2
 2021 227 12 3
 2021 227 15 2
 2021 227 18 2
 2021 227 21 3
 2021 228 0 3
 2021 228 3 3
 2021 228 6 1
 2021 228 9 2
 2021 228 12 2
 2021 228 15 1
 2021 228 18 1
 2021 228 21 2
 2021 229 0 1
 2021 229 3 1
 2021 229 6 1
 2021 229 9 3
 2021 229 12 3
 2021 229 15 1
 2021 229 18 1
 2021 229 21 2
 2021 230 0 3
 2021 230 3 2
 2021 230 6 0
 2021 230 9 1
 2021 230 12 3
 2021 230 15 1
 2021 230 18 2
 2021 230 21 0
 2021 231 0 0
 2021 231 3 1
 2021 231 6 1
 2021 231 9 1
 2021 231 12 3
 2021 231 15 1
 2021 231 18 1
 2021 231 21 2
 2021 232 0 0
 2021 232 3 1
 2021 232 6 3
 2021 232 9 2
 2021 232 12 2
 2021 232 15 2
 2021 232 18 2
 2021 232 21 0
 2021 233 0 0
 2021 233 3 0
 2021 233 6 2
 2021 233 9 2
 2021 233 12 2
 2021 233 15 2
 2021 233 18 1
 2021 233 21 0
 2021 234 0 1
 2021 234 3 1
 2021 234 6 1
 2021 234 9 2
 2021 234 12 2
 2021 234 15 1
 2021 234 18 1
 2021 234 21 0
 2021 235 0 0
 2021 235 3 1
 2021 235 6 1
 2021 235 9 1
 2021 235 12 2
 2021 235 15 2
 2021 235 18 3
 2021 235 21 4
 2021 236 0 0
 2021 236 3 1
 2021 236 6 1
 2021 236 9 2
 2021 236 12 2
 2021 236 15 2
 2021 236 18 2
 2021 236 21 2
 2021 237 0 2
 2021 237 3 3
 2021 237 6 3
 2021 237 9 2
 2021 237 12 2
 2021 237 15 2
 2021 237 18 1
 2021 237 21 1
 2021 238 0 2
 2021 238 3 2
 2021 238 6 2
 2021 238 9 2
 2021 238 12 2
 2021 238 15 1
 2021 238 18 2
 2021 238 21 0
 2021 239 0 3
 2021 239 3 1
 2021 239 6 3
 2021 239 9 3
 2021 239 12 5
 2021 239 15 2
 2021 239 18 3
 2021 239 21 4
 2021 240 0 5
 2021 240 3 3
 2021 240 6 4
 2021 240 9 3
 2021 240 12 3
 2021 240 15 2
 2021 240 18 1
 2021 240 21 1
 2021 241 0 2
 2021 241 3 2
 2021 241 6 1
 2021 241 9 2
 2021 241 12 2
 2021 241 15 2
 2021 241 18 3
 2021 241 21 3
 2021 242 0 2
 2021 242 3 3
 2021 242 6 3
 2021 242 9 2
 2021 242 12 2
 2021 242 15 1
 2021 242 18 2
 2021 242 21 2
 2021 243 0 3
 2021 243 3 3
 2021 243 6 3
 2021 243 9 1
 2021 243 12 2
 2021 243 15 2
 2021 243 18 1
 2021 243 21 1
 2021 244 0 2
 2021 244 3 2
 2021 244 6 2
 2021 244 9 2
 2021 244 12 2
 2021 244 15 1
 2021 244 18 1
 2021 244 21 1
 2021 245 0 1
 2021 245 3 0
 2021 245 6 0
 2021 245 9 1
 2021 245 12 2
 2021 245 15 1
 2021 245 18 1
 2021 245 21 1
 2021 246 0 0
 2021 246 3 1
 2021 246 6 2
 2021 246 9 3
 2021 246 12 2
 2021 246 15 2
 2021 246 18 1
 2021 246 21 2
 2021 247 0 1
 2021 247 3 1
 2021 247 6 2
 2021 247 9 1
 2021 247 12 2
 2021 247 15 2
 2021 247 18 1
 2021 247 21 2
 2021 248 0 2
 2021 248 3 3
 2021 248 6 2
 2021 248 9 2
 2021 248 12 3
 2021 248 15 1
 2021 248 18 1
 2021 248 21 1
 2021 249 0 2
 2021 249 3 3
 2021 249 6 1
 2021 249 9 2
 2021 249 12 3
 2021 249 15 2
 2021 249 18 1
 2021 249 21 2
 2021 250 0 0
 2021 250 3 1
 2021 250 6 2
 2021 250 9 3
 2021 250 12 2
 2021 250 15 1
 2021 250 18 3
 2021 250 21 4
 2021 251 0 4
 2021 251 3 2
 2021 251 6 3
 2021 251 9 4
 2021 251 12 3
 2021 251 15 2
 2021 251 18 2
 2021 251 21 1
 2021 252 0 1
 2021 252 3 2
 2021 252 6 1
 2021 252 9 2
 2021 252 12 2
 2021 252 15 2
 2021 252 18 3
 2021 252 21 2
 2021 253 0 1
 2021 253 3 2
 2021 253 6 2
 2021 253 9 2
 2021 253 12 2
 2021 253 15 2
 2021 253 18 2
 2021 253 21 4
 2021 254 0 4
 2021 254 3 0
 2021 254 6 1
 2021 254 9 1
 2021 254 12 2
 2021 254 15 2
 2021 254 18 2
 2021 254 21 2
 2021 255 0 1
 2021 255 3 1
 2021 255 6 2
 2021 255 9 2
 2021 255 12 2
 2021 255 15 2
 2021 255 18 1
 2021 255 21 2
 2021 256 0 1
 2021 256 3 1
 2021 256 6 3
 2021 256 9 1
 2021 256 12 3
 2021 256 15 2
 2021 256 18 1
 2021 256 21 2
 2021 257 0 2
 2021 257 3 0
 2021 257 6 1
 2021 257 9 2
 2021 257 12 2
 2021 257 15 2
 2021 257 18 2
 2021 257 21 0
 2021 258 0 1
 2021 258 3 2
 2021 258 6 2
 2021 258 9 2
 2021 258 12 2
 2021 258 15 1
 2021 258 18 1
 2021 258 21 2
 2021 259 0 0
 2021 259 3 1
 2021 259 6 1
 2021 259 9 1
 2021 259 12 2
 2021 259 15 1
 2021 259 18 1
 2021 259 21 1
 2021 260 0 2
 2021 260 3 3
 2021 260 6 1
 2021 260 9 3
 2021 260 12 2
 2021 260 15 2
 2021 260 18 5
 2021 260 21 5
 2021 261 0 3
 2021 261 3 4
 2021 261 6 4
 2021 261 9 3
 2021 261 12 3
 2021 261 15 1
 2021 261 18 1
 2021 261 21 1
 2021 262 0 1
 2021 262 3 0
 2021 262 6 0
 2021 262 9 1
 2021 262 12 2
 2021 262 15 1
 2021 262 18 1
 2021 262 21 0
 2021 263 0 1
 2021 263 3 0
 2021 263 6 0
 2021 263 9 2
 2021 263 12 2
 2021 263 15 2
 2021 263 18 1
 2021 263 21 1
 2021 264 0 2
 2021 264 3 0
 2021 264 6 1
 2021 264 9 1
 2021 264 12 2
 2021 264 15 2
 2021 264 18 2
 2021 264 21 3
 2021 265 0 3
 2021 265 3 2
 2021 265 6 4
 2021 265 9 3
 2021 265 12 2
 2021 265 15 2
 2021 265 18 1
 2021 265 21 2
 2021 266 0 2
 2021 266 3 3
 2021 266 6 4
 2021 266 9 2
 2021 266 12 2
 2021 266 15 2
 2021 266 18 2
 2021 266 21 1
 2021 267 0 2
 2021 267 3 2
 2021 267 6 2
 2021 267 9 1
 2021 267 12 1
 2021 267 15 3
 2021 267 18 1
 2021 267 21 1
 2021 268 0 2
 2021 268 3 2
 2021 268 6 2
 2021 268 9 2
 2021 268 12 2
 2021 268 15 1
 2021 268 18 2
 2021 268 21 2
 2021 269 0 0
 2021 269 3 0
 2021 269 6 0
 2021 269 9 1
 2021 269 12 1
 2021 269 15 1
 2021 269 18 1
 2021 269 21 0
 2021 270 0 2
 2021 270 3 2
 2021 270 6 1
 2021 270 9 1
 2021 270 12 2
 2021 270 15 2
 2021 270 18 1
 2021 270 21 2
 2021 271 0 1
 2021 271 3 2
 2021 271 6 2
 2021 271 9 2
 2021 271 12 2
 2021 271 15 2
 2021 271 18 3
 2021 271 21 3
 2021 272 0 0
 2021 272 3 0
 2021 272 6 1
 2021 272 9 2
 2021 272 12 2
 2021 272 15 1
 2021 272 18 2
 2021 272 21 2
 2021 273 0 1
 2021 273 3 1
 2021 273 6 1
 2021 273 9 2
 2021 273 12 1
 2021 273 15 2
 2021 273 18 3
 2021 273 21 2
 2021 274 0 2
 2021 274 3 3
 2021 274 6 4
 2021 274 9 3
 2021 274 12 4
 2021 274 15 2
 2021 274 18 2
 2021 274 21 0
 2021 275 0 0
 2021 275 3 0
 2021 275 6 2
 2021 275 9 4
 2021 275 12 2
 2021 275 15 2
 2021 275 18 0
 2021 275 21 0
 2021 276 0 1
 2021 276 3 2
 2021 276 6 1
 2021 276 9 2
 2021 276 12 2
 2021 276 15 2
 2021 276 18 1
 2021 276 21 2
 2021 277 0 2
 2021 277 3 2
 2021 277 6 1
 2021 277 9 1
 2021 277 12 1
 2021 277 15 1
 2021 277 18 0
 2021 277 21 1
 2021 278 0 3
 2021 278 3 3
 2021 278 6 1
 2021 278 9 0
 2021 278 12 1
 2021 278 15 1
 2021 278 18 1
 2021 278 21 1
 2021 279 0 2
 2021 279 3 1
 2021 279 6 2
 2021 279 9 2
 2021 279 12 2
 2021 279 15 2
 2021 279 18 2
 2021 279 21 0
 2021 280 0 1
 2021 280 3 -1
 2021 280 6 -1
 2021 280 9 -1
 2021 280 12 -1
 2021 280 15 2
 2021 280 18 1
 2021 280 21 0
 2021 281 0 2
 2021 281 3 1
 2021 281 6 1
 2021 281 9 1
 2021 281 12 1
 2021 281 15 1
 2021 281 18 1
 2021 281 21 0
 2021 282 0 1
 2021 282 3 1
 2021 282 6 1
 2021 282 9 2
 2021 282 12 2
 2021 282 15 1
 2021 282 18 1
 2021 282 21 0
 2021 283 0 1
 2021 283 3 1
 2021 283 6 1
 2021 283 9 2
 2021 283 12 3
 2021 283 15 2
 2021 283 18 2
 2021 283 21 4
 2021 284 0 3
 2021 284 3 3
 2021 284 6 4
 2021 284 9 3
 2021 284 12 2
 2021 284 15 1
 2021 284 18 2
 2021 284 21 4
 2021 285 0 4
 2021 285 3 6
 2021 285 6 4
 2021 285 9 5
 2021 285 12 4
 2021 285 15 3
 2021 285 18 3
 2021 285 21 3
 2021 286 0 3
 2021 286 3 2
 2021 286 6 2
 2021 286 9 0
 2021 286 12 1
 2021 286 15 1
 2021 286 18 1
 2021 286 21 0
 2021 287 0 2
 2021 287 3 2
 2021 287 6 2
 2021 287 9 2
 2021 287 12 1
 2021 287 15 1
 2021 287 18 2
 2021 287 21 1
 2021 288 0 -1
 2021 288 3 2
 2021 288 6 2
 2021 288 9 2
 2021 288 12 0
 2021 288 15 1
 2021 288 18 0
 2021 288 21 2
 2021 289 0 -1
 2021 289 3 -1
 2021 289 6 -1
 2021 289 9 -1
 2021 289 12 -1
 2021 289 15 -1
 2021 289 18 1
 2021 289 21 1
 2021 290 0 -1
 2021 290 3 -1
 2021 290 6 -1
 2021 290 9 -1
 2021 290 12 -1
 2021 290 15 -1
 2021 290 18 -1
 2021 290 21 -1
 2021 291 0 -1
 2021 291 3 -1
 2021 291 6 -1
 2021 291 9 -1
 2021 291 12 -1
 2021 291 15 1
 2021 291 18 1
 2021 291 21 -1
 2021 292 0 2
 2021 292 3 2
 2021 292 6 2
 2021 292 9 1
 2021 292 12 2
 2021 292 15 3
 2021 292 18 3
 2021 292 21 2
 2021 293 0 1
 2021 293 3 2
 2021 293 6 1
 2021 293 9 1
 2021 293 12 2
 2021 293 15 2
 2021 293 18 1
 2021 293 21 2
 2021 294 0 1
 2021 294 3 3
 2021 294 6 2
 2021 294 9 2
 2021 294 12 2
 2021 294 15 2
 2021 294 18 3
 2021 294 21 2
 2021 295 0 1
 2021 295 3 0
 2021 295 6 0
 2021 295 9 1
 2021 295 12 2
 2021 295 15 1
 2021 295 18 1
 2021 295 21 1
 2021 296 0 1
 2021 296 3 0
 2021 296 6 0
 2021 296 9 0
 2021 296 12 1
 2021 296 15 1
 2021 296 18 1
 2021 296 21 1
 2021 297 0 0
 2021 297 3 1
 2021 297 6 1
 2021 297 9 0
 2021 297 12 1
 2021 297 15 2
 2021 297 18 1
 2021 297 21 0
 2021 298 0 0
 2021 298 3 1
 2021 298 6 1
 2021 298 9 1
 2021 298 12 2
 2021 298 15 2
 2021 298 18 1
 2021 298 21 1
 2021 299 0 1
 2021 299 3 1
 2021 299 6 0
 2021 299 9 1
 2021 299 12 1
 2021 299 15 1
 2021 299 18 0
 2021 299 21 2
 2021 300 0 1
 2021 300 3 0
 2021 300 6 0
 2021 300 9 1
 2021 300 12 1
 2021 300 15 1
 2021 300 18 1
 2021 300 21 0
 2021 301 0 0
 2021 301 3 1
 2021 301 6 0
 2021 301 9 0
 2021 301 12 1
 2021 301 15 3
 2021 301 18 0
 2021 301 21 0
 2021 302 0 0
 2021 302 3 0
 2021 302 6 0
 2021 302 9 1
 2021 302 12 1
 2021 302 15 1
 2021 302 18 1
 2021 302 21 1
 2021 303 0 2
 2021 303 3 2
 2021 303 6 2
 2021 303 9 0
 2021 303 12 1
 2021 303 15 2
 2021 303 18 2
 2021 303 21 4
 2021 304 0 3
 2021 304 3 3
 2021 304 6 4
 2021 304 9 2
 2021 304 12 4
 2021 304 15 2
 2021 304 18 3
 2021 304 21 3
 2021 305 0 2
 2021 305 3 2
 2021 305 6 1
 2021 305 9 1
 2021 305 12 1
 2021 305 15 2
 2021 305 18 3
 2021 305 21 3
 2021 306 0 4
 2021 306 3 4
 2021 306 6 2
 2021 306 9 3
 2021 306 12 2
 2021 306 15 1
 2021 306 18 2
 2021 306 21 1
 2021 307 0 2
 2021 307 3 0
 2021 307 6 1
 2021 307 9 0
 2021 307 12 1
 2021 307 15 1
 2021 307 18 3
 2021 307 21 6
 2021 308 0 6
 2021 308 3 3
 2021 308 6 6
 2021 308 9 6
 2021 308 12 5
 2021 308 15 3
 2021 308 18 2
 2021 308 21 2
 2021 309 0 1
 2021 309 3 3
 2021 309 6 2
 2021 309 9 1
 2021 309 12 3
 2021 309 15 3
 2021 309 18 2
 2021 309 21 2
 2021 310 0 4
 2021 310 3 3
 2021 310 6 2
 2021 310 9 3
 2021 310 12 2
 2021 310 15 3
 2021 310 18 2
 2021 310 21 2
 2021 311 0 3
 2021 311 3 1
 2021 311 6 0
 2021 311 9 1
 2021 311 12 1
 2021 311 15 1
 2021 311 18 1
 2021 311 21 0
 2021 312 0 0
 2021 312 3 0
 2021 312 6 0
 2021 312 9 0
 2021 312 12 2
 2021 312 15 1
 2021 312 18 2
 2021 312 21 2
 2021 313 0 2
 2021 313 3 2
 2021 313 6 2
 2021 313 9 0
 2021 313 12 1
 2021 313 15 2
 2021 313 18 2
 2021 313 21 2
 2021 314 0 2
 2021 314 3 2
 2021 314 6 2
 2021 314 9 1
 2021 314 12 2
 2021 314 15 1
 2021 314 18 1
 2021 314 21 1
 2021 315 0 0
 2021 315 3 0
 2021 315 6 0
 2021 315 9 1
 2021 315 12 2
 2021 315 15 2
 2021 315 18 1
 2021 315 21 0
 2021 316 0 2
 2021 316 3 2
 2021 316 6 1
 2021 316 9 0
 2021 316 12 1
 2021 316 15 1
 2021 316 18 1
 2021 316 21 0
 2021 317 0 0
 2021 317 3 0
 2021 317 6 0
 2021 317 9 0
 2021 317 12 1
 2021 317 15 0
 2021 317 18 0
 2021 317 21 0
 2021 318 0 1
 2021 318 3 0
 2021 318 6 0
 2021 318 9 0
 2021 318 12 1
 2021 318 15 1
 2021 318 18 0
 2021 318 21 1
 2021 319 0 0
 2021 319 3 0
 2021 319 6 0
 2021 319 9 0
 2021 319 12 2
 2021 319 15 2
 2021 319 18 3
 2021 319 21 3
 2021 320 0 4
 2021 320 3 3
 2021 320 6 2
 2021 320 9 2
 2021 320 12 1
 2021 320 15 2
 2021 320 18 2
 2021 320 21 3
 2021 321 0 3
 2021 321 3 2
 2021 321 6 3
 2021 321 9 3
 2021 321 12 1
 2021 321 15 2
 2021 321 18 1
 2021 321 21 2
 2021 322 0 1
 2021 322 3 2
 2021 322 6 1
 2021 322 9 1
 2021 322 12 1
 2021 322 15 1
 2021 322 18 0
 2021 322 21 1
 2021 323 0 1
 2021 323 3 0
 2021 323 6 1
 2021 323 9 0
 2021 323 12 2
 2021 323 15 1
 2021 323 18 1
 2021 323 21 1
 2021 324 0 1
 2021 324 3 1
 2021 324 6 2
 2021 324 9 2
 2021 324 12 2
 2021 324 15 3
 2021 324 18 2
 2021 324 21 2
 2021 325 0 3
 2021 325 3 2
 2021 325 6 1
 2021 325 9 2
 2021 325 12 2
 2021 325 15 2
 2021 325 18 2
 2021 325 21 2
 2021 326 0 3
 2021 326 3 3
 2021 326 6 0
 2021 326 9 1
 2021 326 12 1
 2021 326 15 2
 2021 326 18 2
 2021 326 21 1
 2021 327 0 1
 2021 327 3 2
 2021 327 6 1
 2021 327 9 3
 2021 327 12 1
 2021 327 15 2
 2021 327 18 2
 2021 327 21 2
 2021 328 0 1
 2021 328 3 1
 2021 328 6 1
 2021 328 9 1
 2021 328 12 1
 2021 328 15 1
 2021 328 18 1
 2021 328 21 0
 2021 329 0 1
 2021 329 3 1
 2021 329 6 1
 2021 329 9 1
 2021 329 12 1
 2021 329 15 1
 2021 329 18 1
 2021 329 21 0
 2021 330 0 0
 2021 330 3 1
 2021 330 6 1
 2021 330 9 0
 2021 330 12 1
 2021 330 15 2
 2021 330 18 1
 2021 330 21 1
 2021 331 0 0
 2021 331 3 0
 2021 331 6 1
 2021 331 9 0
 2021 331 12 1
 2021 331 15 1
 2021 331 18 1
 2021 331 21 3
 2021 332 0 2
 2021 332 3 3
 2021 332 6 2
 2021 332 9 1
 2021 332 12 1
 2021 332 15 1
 2021 332 18 2
 2021 332 21 2
 2021 333 0 3
 2021 333 3 3
 2021 333 6 1
 2021 333 9 1
 2021 333 12 1
 2021 333 15 1
 2021 333 18 1
 2021 333 21 0
 2021 334 0 0
 2021 334 3 0
 2021 334 6 1
 2021 334 9 0
 2021 334 12 0
 2021 334 15 2
 2021 334 18 2
 2021 334 21 5
 2021 335 0 4
 2021 335 3 3
 2021 335 6 3
 2021 335 9 2
 2021 335 12 2
 2021 335 15 3
 2021 335 18 2
 2021 335 21 3
 2021 336 0 2
 2021 336 3 1
 2021 336 6 3
 2021 336 9 1
 2021 336 12 2
 2021 336 15 2
 2021 336 18 2
 2021 336 21 2
 2021 337 0 0
 2021 337 3 0
 2021 337 6 1
 2021 337 9 2
 2021 337 12 2
 2021 337 15 2
 2021 337 18 2
 2021 337 21 1
 2021 338 0 3
 2021 338 3 2
 2021 338 6 3
 2021 338 9 1
 2021 338 12 2
 2021 338 15 1
 2021 338 18 1
 2021 338 21 1
 2021 339 0 2
 2021 339 3 2
 2021 339 6 1
 2021 339 9 1
 2021 339 12 1
 2021 339 15 2
 2021 339 18 2
 2021 339 21 2
 2021 340 0 1
 2021 340 3 0
 2021 340 6 2
 2021 340 9 2
 2021 340 12 2
 2021 340 15 3
 2021 340 18 2
 2021 340 21 1
 2021 341 0 2
 2021 341 3 1
 2021 341 6 0
 2021 341 9 0
 2021 341 12 1
 2021 341 15 2
 2021 341 18 1
 2021 341 21 1
 2021 342 0 1
 2021 342 3 1
 2021 342 6 2
 2021 342 9 2
 2021 342 12 1
 2021 342 15 2
 2021 342 18 0
 2021 342 21 0
 2021 343 0 0
 2021 343 3 1
 2021 343 6 0
 2021 343 9 0
 2021 343 12 1
 2021 343 15 1
 2021 343 18 1
 2021 343 21 0
 2021 344 0 0
 2021 344 3 1
 2021 344 6 0
 2021 344 9 1
 2021 344 12 1
 2021 344 15 1
 2021 344 18 1
 2021 344 21 1
 2021 345 0 1
 2021 345 3 2
 2021 345 6 1
 2021 345 9 0
 2021 345 12 0
 2021 345 15 1
 2021 345 18 1
 2021 345 21 1
 2021 346 0 0
 2021 346 3 2
 2021 346 6 0
 2021 346 9 0
 2021 346 12 1
 2021 346 15 1
 2021 346 18 1
 2021 346 21 0
 2021 347 0 1
 2021 347 3 2
 2021 347 6 3
 2021 347 9 2
 2021 347 12 1
 2021 347 15 1
 2021 347 18 1
 2021 347 21 1
 2021 348 0 1
 2021 348 3 1
 2021 348 6 2
 2021 348 9 1
 2021 348 12 2
 2021 348 15 1
 2021 348 18 1
 2021 348 21 1
 2021 349 0 1
 2021 349 3 2
 2021 349 6 2
 2021 349 9 3
 2021 349 12 2
 2021 349 15 2
 2021 349 18 2
 2021 349 21 2
 2021 350 0 1
