 year doy hour T1
 2021 98 2 26.1
 2021 98 4 36.5
 2021 98 6 36.4
 2021 98 8 27.7
 2021 98 10 26.1
 2021 98 12 17.8
 2021 98 14 11.0
 2021 98 16 8.7
 2021 98 18 7.9
 2021 98 20 5.4
 2021 98 22 7.2
 2021 99 0 12.3
 2021 99 2 18.2
 2021 99 4 30.0
 2021 99 6 35.9
 2021 99 8 27.0
 2021 99 10 22.8
 2021 99 12 13.1
 2021 99 14 7.9
 2021 99 16 6.8
 2021 99 18 6.3
 2021 99 20 4.8
 2021 99 22 7.0
 2021 100 0 12.4
 2021 100 2 19.9
 2021 100 4 28.4
 2021 100 6 34.9
 2021 100 8 28.8
 2021 100 10 26.9
 2021 100 12 16.2
 2021 100 14 11.1
 2021 100 16 9.4
 2021 100 18 7.2
 2021 100 20 5.1
 2021 100 22 6.8
 2021 101 0 14.1
 2021 101 2 24.2
 2021 101 4 33.2
 2021 101 6 35.4
 2021 101 8 31.8
 2021 101 10 27.5
 2021 101 12 12.2
 2021 101 14 9.1
 2021 101 16 8.0
 2021 101 18 7.6
 2021 101 20 5.8
 2021 101 22 7.5
 2021 102 0 12.9
 2021 102 2 21.0
 2021 102 4 32.3
 2021 102 6 36.4
 2021 102 8 31.7
 2021 102 10 32.7
 2021 102 12 18.6
 2021 102 14 9.8
 2021 102 16 7.5
 2021 102 18 7.1
 2021 102 20 5.9
 2021 102 22 7.9
 2021 103 0 14.2
 2021 103 2 23.4
 2021 103 4 35.3
 2021 103 6 39.9
 2021 103 8 35.9
 2021 103 10 27.1
 2021 103 12 16.9
 2021 103 14 10.7
 2021 103 16 8.2
 2021 103 18 7.6
 2021 103 20 5.4
 2021 103 22 7.8
 2021 104 0 13.5
 2021 104 2 19.6
 2021 104 4 30.6
 2021 104 6 35.3
 2021 104 8 35.9
 2021 104 10 33.6
 2021 104 12 17.7
 2021 104 14 9.4
 2021 104 16 7.5
 2021 104 18 7.3
 2021 104 20 6.8
 2021 104 22 8.8
 2021 105 0 13.4
 2021 105 2 20.9
 2021 105 4 36.0
 2021 105 6 43.4
 2021 105 8 47.0
 2021 105 10 43.8
 2021 105 12 17.5
 2021 105 14 11.4
 2021 105 16 9.0
 2021 105 18 10.3
 2021 105 20 7.1
 2021 105 22 8.1
 2021 106 0 15.7
 2021 106 2 23.4
 2021 106 4 34.6
 2021 106 6 39.4
 2021 106 8 38.9
 2021 106 10 38.4
 2021 106 12 22.8
 2021 106 14 12.6
 2021 106 16 9.1
 2021 106 18 7.3
 2021 106 20 5.8
 2021 106 22 9.6
 2021 107 0 13.5
 2021 107 2 27.8
 2021 107 4 38.6
 2021 107 6 46.9
 2021 107 8 47.2
 2021 107 10 37.5
 2021 107 12 22.9
 2021 107 14 13.8
 2021 107 16 10.6
 2021 107 18 9.7
 2021 107 20 8.5
 2021 107 22 9.3
 2021 108 0 15.9
 2021 108 2 27.0
 2021 108 4 36.9
 2021 108 6 44.0
 2021 108 8 44.9
 2021 108 10 44.4
 2021 108 12 29.0
 2021 108 14 17.3
 2021 108 16 14.5
 2021 108 18 11.5
 2021 108 20 9.2
 2021 108 22 10.6
 2021 109 0 16.1
 2021 109 2 25.4
 2021 109 4 36.0
 2021 109 6 43.0
 2021 109 8 43.7
 2021 109 10 37.2
 2021 109 12 25.0
 2021 109 14 12.8
 2021 109 16 8.1
 2021 109 18 7.6
 2021 109 20 5.6
 2021 109 22 8.9
 2021 110 0 16.8
 2021 110 2 28.6
 2021 110 4 43.7
 2021 110 6 43.8
 2021 110 8 41.1
 2021 110 10 39.7
 2021 110 12 29.3
 2021 110 14 14.8
 2021 110 16 10.8
 2021 110 18 9.5
 2021 110 20 6.3
 2021 110 22 9.7
 2021 111 0 15.9
 2021 111 2 27.0
 2021 111 4 42.6
 2021 111 6 42.8
 2021 111 8 36.9
 2021 111 10 28.1
 2021 111 12 20.3
 2021 111 14 11.5
 2021 111 16 9.9
 2021 111 18 8.9
 2021 111 20 6.1
 2021 111 22 9.2
 2021 112 0 16.1
 2021 112 2 23.2
 2021 112 4 36.2
 2021 112 6 44.2
 2021 112 8 43.4
 2021 112 10 42.0
 2021 112 12 20.4
 2021 112 14 11.9
 2021 112 16 9.8
 2021 112 18 9.1
 2021 112 20 7.1
 2021 112 22 9.9
 2021 113 0 15.2
 2021 113 2 21.3
 2021 113 4 34.4
 2021 113 6 43.5
 2021 113 8 46.1
 2021 113 10 46.3
 2021 113 12 23.9
 2021 113 14 13.3
 2021 113 16 10.2
 2021 113 18 9.1
 2021 113 20 7.5
 2021 113 22 8.9
 2021 114 0 14.7
 2021 114 2 21.5
 2021 114 4 32.5
 2021 114 6 44.3
 2021 114 8 53.1
 2021 114 10 40.9
 2021 114 12 21.1
 2021 114 14 14.2
 2021 114 16 12.6
 2021 114 18 10.6
 2021 114 20 6.8
 2021 114 22 9.7
 2021 115 0 14.9
 2021 115 2 21.4
 2021 115 4 33.2
 2021 115 6 38.4
 2021 115 8 46.0
 2021 115 10 36.6
 2021 115 12 26.0
 2021 115 14 18.9
 2021 115 16 13.2
 2021 115 18 9.8
 2021 115 20 8.1
 2021 115 22 10.6
 2021 116 0 14.9
 2021 116 2 22.9
 2021 116 4 33.8
 2021 116 6 42.5
 2021 116 8 43.7
 2021 116 10 34.3
 2021 116 12 19.4
 2021 116 14 12.7
 2021 116 16 10.1
 2021 116 18 6.2
 2021 116 20 5.2
 2021 116 22 9.1
 2021 117 0 17.5
 2021 117 2 25.6
 2021 117 4 36.5
 2021 117 6 46.3
 2021 117 8 46.6
 2021 117 10 38.5
 2021 117 12 19.4
 2021 117 14 12.5
 2021 117 16 9.3
 2021 117 18 8.2
 2021 117 20 7.1
 2021 117 22 9.7
 2021 118 0 15.8
 2021 118 2 23.7
 2021 118 4 34.3
 2021 118 6 42.2
 2021 118 8 41.7
 2021 118 10 32.3
 2021 118 12 17.3
 2021 118 14 10.1
 2021 118 16 8.1
 2021 118 18 7.3
 2021 118 20 5.8
 2021 118 22 8.6
 2021 119 0 12.7
 2021 119 2 19.9
 2021 119 4 30.3
 2021 119 6 41.3
 2021 119 8 42.5
 2021 119 10 34.7
 2021 119 12 18.6
 2021 119 14 11.2
 2021 119 16 9.1
 2021 119 18 8.6
 2021 119 20 7.3
 2021 119 22 9.0
 2021 120 0 12.5
 2021 120 2 19.5
 2021 120 4 32.4
 2021 120 6 42.9
 2021 120 8 42.6
 2021 120 10 31.6
 2021 120 12 18.2
 2021 120 14 10.2
 2021 120 16 8.8
 2021 120 18 7.7
 2021 120 20 6.4
 2021 120 22 9.6
 2021 121 0 12.0
 2021 121 2 18.1
 2021 121 4 28.5
 2021 121 6 38.1
 2021 121 8 38.1
 2021 121 10 32.3
 2021 121 12 20.3
 2021 121 14 10.8
 2021 121 16 8.4
 2021 121 18 7.8
 2021 121 20 7.0
 2021 121 22 10.0
 2021 122 0 13.7
 2021 122 2 20.6
 2021 122 4 32.9
 2021 122 6 40.9
 2021 122 8 38.1
 2021 122 10 27.5
 2021 122 12 17.2
 2021 122 14 11.1
 2021 122 16 8.9
 2021 122 18 8.2
 2021 122 20 6.4
 2021 122 22 9.3
 2021 123 0 15.1
 2021 123 2 21.5
 2021 123 4 25.1
 2021 123 6 26.3
 2021 123 8 27.3
 2021 123 10 22.6
 2021 123 12 11.8
 2021 123 14 8.5
 2021 123 16 7.7
 2021 123 18 7.0
 2021 123 20 6.7
 2021 123 22 8.9
 2021 124 0 12.7
 2021 124 2 18.7
 2021 124 4 27.1
 2021 124 6 35.2
 2021 124 8 37.3
 2021 124 10 28.7
 2021 124 12 15.5
 2021 124 14 9.7
 2021 124 16 7.6
 2021 124 18 7.1
 2021 124 20 5.8
 2021 124 22 8.7
 2021 125 0 12.3
 2021 125 2 19.4
 2021 125 4 28.5
 2021 125 6 38.7
 2021 125 8 40.4
 2021 125 10 35.4
 2021 125 12 19.4
 2021 125 14 11.7
 2021 125 16 9.1
 2021 125 18 8.5
 2021 125 20 5.9
 2021 125 22 8.0
 2021 126 0 12.2
 2021 126 2 17.6
 2021 126 4 24.2
 2021 126 6 30.5
 2021 126 8 33.5
 2021 126 10 32.3
 2021 126 12 16.7
 2021 126 14 9.8
 2021 126 16 8.2
 2021 126 18 7.3
 2021 126 20 6.0
 2021 126 22 8.5
 2021 127 0 12.3
 2021 127 2 18.6
 2021 127 4 26.5
 2021 127 6 32.6
 2021 127 8 33.4
 2021 127 10 30.5
 2021 127 12 19.8
 2021 127 14 10.7
 2021 127 16 8.7
 2021 127 18 7.6
 2021 127 20 6.4
 2021 127 22 8.6
 2021 128 0 12.6
 2021 128 2 19.1
 2021 128 4 22.7
 2021 128 6 24.7
 2021 128 8 28.1
 2021 128 10 27.4
 2021 128 12 15.7
 2021 128 14 10.0
 2021 128 16 8.2
 2021 128 18 7.4
 2021 128 20 6.5
 2021 128 22 8.8
 2021 129 0 13.5
 2021 129 2 18.4
 2021 129 4 24.9
 2021 129 6 31.1
 2021 129 8 30.4
 2021 129 10 28.2
 2021 129 12 15.5
 2021 129 14 8.7
 2021 129 16 7.5
 2021 129 18 6.9
 2021 129 20 6.2
 2021 129 22 8.9
 2021 130 0 13.7
 2021 130 2 21.0
 2021 130 4 27.5
 2021 130 6 31.8
 2021 130 8 28.0
 2021 130 10 21.7
 2021 130 12 12.4
 2021 130 14 8.8
 2021 130 16 7.8
 2021 130 18 7.1
 2021 130 20 6.3
 2021 130 22 9.3
 2021 131 0 14.4
 2021 131 2 19.8
 2021 131 4 28.2
 2021 131 6 30.5
 2021 131 8 29.1
 2021 131 10 31.8
 2021 131 12 13.0
 2021 131 14 7.8
 2021 131 16 7.6
 2021 131 18 7.3
 2021 131 20 6.9
 2021 131 22 9.3
 2021 132 0 12.7
 2021 132 2 17.6
 2021 132 4 25.4
 2021 132 6 32.8
 2021 132 8 34.7
 2021 132 10 32.9
 2021 132 12 20.7
 2021 132 14 14.4
 2021 132 16 12.7
 2021 132 18 8.8
 2021 132 20 5.7
 2021 132 22 9.8
 2021 133 0 19.0
 2021 133 2 22.8
 2021 133 4 26.4
 2021 133 6 29.8
 2021 133 8 33.3
 2021 133 10 27.6
 2021 133 12 20.7
 2021 133 14 12.1
 2021 133 16 9.8
 2021 133 18 9.5
 2021 133 20 8.4
 2021 133 22 10.6
 2021 134 0 14.1
 2021 134 2 19.6
 2021 134 4 26.9
 2021 134 6 30.8
 2021 134 8 32.6
 2021 134 10 32.2
 2021 134 12 20.5
 2021 134 14 11.8
 2021 134 16 10.4
 2021 134 18 9.2
 2021 134 20 6.6
 2021 134 22 9.9
 2021 135 0 15.3
 2021 135 2 20.0
 2021 135 4 28.8
 2021 135 6 34.7
 2021 135 8 35.0
 2021 135 10 34.3
 2021 135 12 21.8
 2021 135 14 11.3
 2021 135 16 9.6
 2021 135 18 8.8
 2021 135 20 7.1
 2021 135 22 10.2
 2021 136 0 13.8
 2021 136 2 18.4
 2021 136 4 24.7
 2021 136 6 27.9
 2021 136 8 28.2
 2021 136 10 23.8
 2021 136 12 16.6
 2021 136 14 11.0
 2021 136 16 9.0
 2021 136 18 7.4
 2021 136 20 6.7
 2021 136 22 10.7
 2021 137 0 16.7
 2021 137 2 23.7
 2021 137 4 32.0
 2021 137 6 36.5
 2021 137 8 37.1
 2021 137 10 31.6
 2021 137 12 17.4
 2021 137 14 11.2
 2021 137 16 9.6
 2021 137 18 8.4
 2021 137 20 6.9
 2021 137 22 10.9
 2021 138 0 15.9
 2021 138 2 23.4
 2021 138 4 34.5
 2021 138 6 42.8
 2021 138 8 44.6
 2021 138 10 32.6
 2021 138 12 19.0
 2021 138 14 11.9
 2021 138 16 9.9
 2021 138 18 8.6
 2021 138 20 7.0
 2021 138 22 9.7
 2021 139 0 14.8
 2021 139 2 17.4
 2021 139 4 23.2
 2021 139 6 29.8
 2021 139 8 30.1
 2021 139 10 25.8
 2021 139 12 17.0
 2021 139 14 10.0
 2021 139 16 8.9
 2021 139 18 8.2
 2021 139 20 7.0
 2021 139 22 11.4
 2021 140 0 16.7
 2021 140 2 23.2
 2021 140 4 30.0
 2021 140 6 34.7
 2021 140 8 34.8
 2021 140 10 29.3
 2021 140 12 23.7
 2021 140 14 15.0
 2021 140 16 13.0
 2021 140 18 11.6
 2021 140 20 8.9
 2021 140 22 10.0
 2021 141 0 18.0
 2021 141 2 25.7
 2021 141 4 29.7
 2021 141 6 31.2
 2021 141 8 31.3
 2021 141 10 22.4
 2021 141 12 14.1
 2021 141 14 9.7
 2021 141 16 8.4
 2021 141 18 7.5
 2021 141 20 6.2
 2021 141 22 9.4
 2021 142 0 15.2
 2021 142 2 20.4
 2021 142 4 27.1
 2021 142 6 31.5
 2021 142 8 30.8
 2021 142 10 23.6
 2021 142 12 14.8
 2021 142 14 8.7
 2021 142 16 7.3
 2021 142 18 6.7
 2021 142 20 5.7
 2021 142 22 9.6
 2021 143 0 17.0
 2021 143 2 20.3
 2021 143 4 27.3
 2021 143 6 30.4
 2021 143 8 29.2
 2021 143 10 25.1
 2021 143 12 16.1
 2021 143 14 9.3
 2021 143 16 8.2
 2021 143 18 7.3
 2021 143 20 5.7
 2021 143 22 9.2
 2021 144 0 14.2
 2021 144 2 18.5
 2021 144 4 24.4
 2021 144 6 27.5
 2021 144 8 29.6
 2021 144 10 26.0
 2021 144 12 16.1
 2021 144 14 9.6
 2021 144 16 9.2
 2021 144 18 8.2
 2021 144 20 5.8
 2021 144 22 9.3
 2021 145 0 15.6
 2021 145 2 21.8
 2021 145 4 26.2
 2021 145 6 27.8
 2021 145 8 26.4
 2021 145 10 26.0
 2021 145 12 17.2
 2021 145 14 9.0
 2021 145 16 7.8
 2021 145 18 7.3
 2021 145 20 6.0
 2021 145 22 9.7
 2021 146 0 17.4
 2021 146 2 22.1
 2021 146 4 29.6
 2021 146 6 33.2
 2021 146 8 32.3
 2021 146 10 27.6
 2021 146 12 19.3
 2021 146 14 10.5
 2021 146 16 8.4
 2021 146 18 7.9
 2021 146 20 5.7
 2021 146 22 10.3
 2021 147 0 18.2
 2021 147 2 28.0
 2021 147 4 36.2
 2021 147 6 35.8
 2021 147 8 34.4
 2021 147 10 29.1
 2021 147 12 18.8
 2021 147 14 9.8
 2021 147 16 8.3
 2021 147 18 7.8
 2021 147 20 6.5
 2021 147 22 9.4
 2021 148 0 16.8
 2021 148 2 23.4
 2021 148 4 26.8
 2021 148 6 25.7
 2021 148 8 21.5
 2021 148 10 19.6
 2021 148 12 13.9
 2021 148 14 8.4
 2021 148 16 7.3
 2021 148 18 6.6
 2021 148 20 5.8
 2021 148 22 10.2
 2021 149 0 14.9
 2021 149 2 20.7
 2021 149 4 25.0
 2021 149 6 28.9
 2021 149 8 27.9
 2021 149 10 24.2
 2021 149 12 13.4
 2021 149 14 7.9
 2021 149 16 7.2
 2021 149 18 6.7
 2021 149 20 5.7
 2021 149 22 9.9
 2021 150 0 15.2
 2021 150 2 20.1
 2021 150 4 24.5
 2021 150 6 26.5
 2021 150 8 25.8
 2021 150 10 25.6
 2021 150 12 15.5
 2021 150 14 9.0
 2021 150 16 7.4
 2021 150 18 7.0
 2021 150 20 5.6
 2021 150 22 9.5
 2021 151 0 13.6
 2021 151 2 18.2
 2021 151 4 21.4
 2021 151 6 27.0
 2021 151 8 25.3
 2021 151 10 21.8
 2021 151 12 18.4
 2021 151 14 8.5
 2021 151 16 7.0
 2021 151 18 7.1
 2021 151 20 6.0
 2021 151 22 9.6
 2021 152 0 14.3
 2021 152 2 16.6
 2021 152 4 19.4
 2021 152 6 21.3
 2021 152 8 19.6
 2021 152 10 19.9
 2021 152 12 16.8
 2021 152 14 10.5
 2021 152 16 8.7
 2021 152 18 8.2
 2021 152 20 6.5
 2021 152 22 10.0
 2021 153 0 15.5
 2021 153 2 22.1
 2021 153 4 26.4
 2021 153 6 26.6
 2021 153 8 26.3
 2021 153 10 25.3
 2021 153 12 18.6
 2021 153 14 10.6
 2021 153 16 7.6
 2021 153 18 6.8
 2021 153 20 5.7
 2021 153 22 9.2
 2021 154 0 16.8
 2021 154 2 19.1
 2021 154 4 20.9
 2021 154 6 25.3
 2021 154 8 30.1
 2021 154 10 21.9
 2021 154 12 14.5
 2021 154 14 10.7
 2021 154 16 8.6
 2021 154 18 7.8
 2021 154 20 6.1
 2021 154 22 9.7
 2021 155 0 17.0
 2021 155 2 22.3
 2021 155 4 25.8
 2021 155 6 25.0
 2021 155 8 23.9
 2021 155 10 21.5
 2021 155 12 16.1
 2021 155 14 10.0
 2021 155 16 8.5
 2021 155 18 7.8
 2021 155 20 6.3
 2021 155 22 9.7
 2021 156 0 17.4
 2021 156 2 21.8
 2021 156 4 24.2
 2021 156 6 25.4
 2021 156 8 25.5
 2021 156 10 22.2
 2021 156 12 15.5
 2021 156 14 10.5
 2021 156 16 8.5
 2021 156 18 8.0
 2021 156 20 6.6
 2021 156 22 10.1
 2021 157 0 17.3
 2021 157 2 22.5
 2021 157 4 25.2
 2021 157 6 25.1
 2021 157 8 24.3
 2021 157 10 17.7
 2021 157 12 12.3
 2021 157 14 9.4
 2021 157 16 7.7
 2021 157 18 7.0
 2021 157 20 5.7
 2021 157 22 10.0
 2021 158 0 16.2
 2021 158 2 21.5
 2021 158 4 25.9
 2021 158 6 27.3
 2021 158 8 26.4
 2021 158 10 18.3
 2021 158 12 12.4
 2021 158 14 9.7
 2021 158 16 8.4
 2021 158 18 8.2
 2021 158 20 6.7
 2021 158 22 11.1
 2021 159 0 16.2
 2021 159 2 23.3
 2021 159 4 30.5
 2021 159 6 33.5
 2021 159 8 31.7
 2021 159 10 27.0
 2021 159 12 15.2
 2021 159 14 10.3
 2021 159 16 9.1
 2021 159 18 8.2
 2021 159 20 6.9
 2021 159 22 10.0
 2021 160 0 15.8
 2021 160 2 18.5
 2021 160 4 23.7
 2021 160 6 29.3
 2021 160 8 30.5
 2021 160 10 23.7
 2021 160 12 14.0
 2021 160 14 9.3
 2021 160 16 7.6
 2021 160 18 6.9
 2021 160 20 6.0
 2021 160 22 9.1
 2021 161 0 13.6
 2021 161 2 20.4
 2021 161 4 27.8
 2021 161 6 32.4
 2021 161 8 33.2
 2021 161 10 24.0
 2021 161 12 16.9
 2021 161 14 11.7
 2021 161 16 9.2
 2021 161 18 7.9
 2021 161 20 6.1
 2021 161 22 9.9
 2021 162 0 17.0
 2021 162 2 20.2
 2021 162 4 27.5
 2021 162 6 33.1
 2021 162 8 37.0
 2021 162 10 32.7
 2021 162 12 18.0
 2021 162 14 12.6
 2021 162 16 9.7
 2021 162 18 7.7
 2021 162 20 5.6
 2021 162 22 8.8
 2021 163 0 16.1
 2021 163 2 20.6
 2021 163 4 24.3
 2021 163 6 26.7
 2021 163 8 25.8
 2021 163 10 19.6
 2021 163 12 14.3
 2021 163 14 10.4
 2021 163 16 8.4
 2021 163 18 7.3
 2021 163 20 6.3
 2021 163 22 10.0
 2021 164 0 14.7
 2021 164 2 19.7
 2021 164 4 27.0
 2021 164 6 31.3
 2021 164 8 29.8
 2021 164 10 26.3
 2021 164 12 19.7
 2021 164 14 9.5
 2021 164 16 7.5
 2021 164 18 6.5
 2021 164 20 5.8
 2021 164 22 10.0
 2021 165 0 15.9
 2021 165 2 22.9
 2021 165 4 27.0
 2021 165 6 32.0
 2021 165 8 31.2
 2021 165 10 27.9
 2021 165 12 16.7
 2021 165 14 9.2
 2021 165 16 7.8
 2021 165 18 6.5
 2021 165 20 5.7
 2021 165 22 9.6
 2021 166 0 14.2
 2021 166 2 18.5
 2021 166 4 23.4
 2021 166 6 26.0
 2021 166 8 26.6
 2021 166 10 25.4
 2021 166 12 12.8
 2021 166 14 9.8
 2021 166 16 8.3
 2021 166 18 7.2
 2021 166 20 6.7
 2021 166 22 9.7
 2021 167 0 14.5
 2021 167 2 16.7
 2021 167 4 21.0
 2021 167 6 27.1
 2021 167 8 28.7
 2021 167 10 26.1
 2021 167 12 17.9
 2021 167 14 11.9
 2021 167 16 9.9
 2021 167 18 8.4
 2021 167 20 7.1
 2021 167 22 9.3
 2021 168 0 14.9
 2021 168 2 18.4
 2021 168 4 22.2
 2021 168 6 26.8
 2021 168 8 29.0
 2021 168 10 26.7
 2021 168 12 17.5
 2021 168 14 12.3
 2021 168 16 9.9
 2021 168 18 8.0
 2021 168 20 6.9
 2021 168 22 10.0
 2021 169 0 13.3
 2021 169 2 18.3
 2021 169 4 24.3
 2021 169 6 27.3
 2021 169 8 29.1
 2021 169 10 27.2
 2021 169 12 20.1
 2021 169 14 12.8
 2021 169 16 10.5
 2021 169 18 8.6
 2021 169 20 6.2
 2021 169 22 9.4
 2021 170 0 15.6
 2021 170 2 18.4
 2021 170 4 22.7
 2021 170 6 25.9
 2021 170 8 27.3
 2021 170 10 24.7
 2021 170 12 17.4
 2021 170 14 11.5
 2021 170 16 10.4
 2021 170 18 8.7
 2021 170 20 5.7
 2021 170 22 8.9
 2021 171 0 15.0
 2021 171 2 19.5
 2021 171 4 25.7
 2021 171 6 28.3
 2021 171 8 24.9
 2021 171 10 21.4
 2021 171 12 15.1
 2021 171 14 8.5
 2021 171 16 7.4
 2021 171 18 6.2
 2021 171 20 5.4
 2021 171 22 9.1
 2021 172 0 15.6
 2021 172 2 20.4
 2021 172 4 24.9
 2021 172 6 27.4
 2021 172 8 28.0
 2021 172 10 24.3
 2021 172 12 14.0
 2021 172 14 10.1
 2021 172 16 8.7
 2021 172 18 7.4
 2021 172 20 6.3
 2021 172 22 9.9
 2021 173 0 17.1
 2021 173 2 20.8
 2021 173 4 25.4
 2021 173 6 29.9
 2021 173 8 30.7
 2021 173 10 27.3
 2021 173 12 17.1
 2021 173 14 12.4
 2021 173 16 10.4
 2021 173 18 8.6
 2021 173 20 7.3
 2021 173 22 10.7
 2021 174 0 16.7
 2021 174 2 21.2
 2021 174 4 26.9
 2021 174 6 30.8
 2021 174 8 30.4
 2021 174 10 29.5
 2021 174 12 22.4
 2021 174 14 15.8
 2021 174 16 12.2
 2021 174 18 10.0
 2021 174 20 7.8
 2021 174 22 9.9
 2021 175 0 17.0
 2021 175 2 21.5
 2021 175 4 24.3
 2021 175 6 26.6
 2021 175 8 27.6
 2021 175 10 22.3
 2021 175 12 13.9
 2021 175 14 9.4
 2021 175 16 8.3
 2021 175 18 6.9
 2021 175 20 5.8
 2021 175 22 10.4
 2021 176 0 17.6
 2021 176 2 23.2
 2021 176 4 28.6
 2021 176 6 31.8
 2021 176 8 30.7
 2021 176 10 28.3
 2021 176 12 18.1
 2021 176 14 10.3
 2021 176 16 9.2
 2021 176 18 7.4
 2021 176 20 6.7
 2021 176 22 10.8
 2021 177 0 17.0
 2021 177 2 21.1
 2021 177 4 26.2
 2021 177 6 29.2
 2021 177 8 28.8
 2021 177 10 25.7
 2021 177 12 16.0
 2021 177 14 10.3
 2021 177 16 8.1
 2021 177 18 6.7
 2021 177 20 6.0
 2021 177 22 9.3
 2021 178 0 17.9
 2021 178 2 22.9
 2021 178 4 25.1
 2021 178 6 25.6
 2021 178 8 24.5
 2021 178 10 22.2
 2021 178 12 16.8
 2021 178 14 8.8
 2021 178 16 8.0
 2021 178 18 6.5
 2021 178 20 5.4
 2021 178 22 9.1
 2021 179 0 15.3
 2021 179 2 17.8
 2021 179 4 21.4
 2021 179 6 25.4
 2021 179 8 26.6
 2021 179 10 22.9
 2021 179 12 18.2
 2021 179 14 12.7
 2021 179 16 10.5
 2021 179 18 8.2
 2021 179 20 6.9
 2021 179 22 10.2
 2021 180 0 18.6
 2021 180 2 23.1
 2021 180 4 27.1
 2021 180 6 31.0
 2021 180 8 32.9
 2021 180 10 29.1
 2021 180 12 17.6
 2021 180 14 11.0
 2021 180 16 9.5
 2021 180 18 7.8
 2021 180 20 6.7
 2021 180 22 9.0
 2021 181 0 15.6
 2021 181 2 19.7
 2021 181 4 25.8
 2021 181 6 31.6
 2021 181 8 33.2
 2021 181 10 32.1
 2021 181 12 17.9
 2021 181 14 11.4
 2021 181 16 9.6
 2021 181 18 8.1
 2021 181 20 6.3
 2021 181 22 10.8
 2021 182 0 17.8
 2021 182 2 20.3
 2021 182 4 27.1
 2021 182 6 35.2
 2021 182 8 36.2
 2021 182 10 30.3
 2021 182 12 20.1
 2021 182 14 11.2
 2021 182 16 9.8
 2021 182 18 7.6
 2021 182 20 6.1
 2021 182 22 10.3
 2021 183 0 17.5
 2021 183 2 21.3
 2021 183 4 26.4
 2021 183 6 27.9
 2021 183 8 25.6
 2021 183 10 20.3
 2021 183 12 16.7
 2021 183 14 12.6
 2021 183 16 11.1
 2021 183 18 8.5
 2021 183 20 6.6
 2021 183 22 9.6
 2021 184 0 18.1
 2021 184 2 24.6
 2021 184 4 24.7
 2021 184 6 24.8
 2021 184 8 24.8
 2021 184 10 25.0
 2021 184 12 18.4
 2021 184 14 12.5
 2021 184 16 10.5
 2021 184 18 9.5
 2021 184 20 7.8
 2021 184 22 10.2
 2021 185 0 18.3
 2021 185 2 22.8
 2021 185 4 26.8
 2021 185 6 27.4
 2021 185 8 23.6
 2021 185 10 21.8
 2021 185 12 15.9
 2021 185 14 10.2
 2021 185 16 9.1
 2021 185 18 8.1
 2021 185 20 6.4
 2021 185 22 9.3
 2021 186 0 14.6
 2021 186 2 17.6
 2021 186 4 22.9
 2021 186 6 27.0
 2021 186 8 29.0
 2021 186 10 25.9
 2021 186 12 17.3
 2021 186 14 11.3
 2021 186 16 9.2
 2021 186 18 8.2
 2021 186 20 6.6
 2021 186 22 10.0
 2021 187 0 15.5
 2021 187 2 18.6
 2021 187 4 22.4
 2021 187 6 26.4
 2021 187 8 27.4
 2021 187 10 26.9
 2021 187 12 16.6
 2021 187 14 10.6
 2021 187 16 9.1
 2021 187 18 7.6
 2021 187 20 5.8
 2021 187 22 9.5
 2021 188 0 16.1
 2021 188 2 21.3
 2021 188 4 28.1
 2021 188 6 27.4
 2021 188 8 25.3
 2021 188 10 24.6
 2021 188 12 17.6
 2021 188 14 10.3
 2021 188 16 8.6
 2021 188 18 6.8
 2021 188 20 5.4
 2021 188 22 9.0
 2021 189 0 14.7
 2021 189 2 18.8
 2021 189 4 23.1
 2021 189 6 29.6
 2021 189 8 25.3
 2021 189 10 18.7
 2021 189 12 14.7
 2021 189 14 8.1
 2021 189 16 7.1
 2021 189 18 6.7
 2021 189 20 5.5
 2021 189 22 9.0
 2021 190 0 15.4
 2021 190 2 20.8
 2021 190 4 27.3
 2021 190 6 28.4
 2021 190 8 26.4
 2021 190 10 23.4
 2021 190 12 11.2
 2021 190 14 7.1
 2021 190 16 6.5
 2021 190 18 5.7
 2021 190 20 4.7
 2021 190 22 7.6
 2021 191 0 13.8
 2021 191 2 16.6
 2021 191 4 20.4
 2021 191 6 21.4
 2021 191 8 22.5
 2021 191 10 17.7
 2021 191 12 11.4
 2021 191 14 7.9
 2021 191 16 6.7
 2021 191 18 5.7
 2021 191 20 5.1
 2021 191 22 7.9
 2021 192 0 12.4
 2021 192 2 17.7
 2021 192 4 22.6
 2021 192 6 23.8
 2021 192 8 21.5
 2021 192 10 20.5
 2021 192 12 11.0
 2021 192 14 7.5
 2021 192 16 6.4
 2021 192 18 5.4
 2021 192 20 4.8
 2021 192 22 7.5
 2021 193 0 13.3
 2021 193 2 16.1
 2021 193 4 20.9
 2021 193 6 25.2
 2021 193 8 24.8
 2021 193 10 23.7
 2021 193 12 13.9
 2021 193 14 7.2
 2021 193 16 5.9
 2021 193 18 5.0
 2021 193 20 3.8
 2021 193 22 7.2
 2021 194 0 12.8
 2021 194 2 14.0
 2021 194 4 17.1
 2021 194 6 21.0
 2021 194 8 23.9
 2021 194 10 23.8
 2021 194 12 16.4
 2021 194 14 7.7
 2021 194 16 6.1
 2021 194 18 5.4
 2021 194 20 4.7
 2021 194 22 8.0
 2021 195 0 13.2
 2021 195 2 16.8
